obs,ATS,DEM
"1990/01/01",5.24,36.87
"1990/01/02",5.24,36.87
"1990/01/03",5.26,36.99
"1990/01/04",5.21,36.67
"1990/01/05",5.18,36.51
"1990/01/06",5.25,36.96
"1990/01/07",5.25,36.96
"1990/01/08",5.25,36.96
"1990/01/09",5.24,36.91
"1990/01/10",5.27,37.07
"1990/01/11",5.27,37.07
"1990/01/12",5.24,36.87
"1990/01/13",5.25,36.9
"1990/01/14",5.25,36.9
"1990/01/15",5.25,36.9
"1990/01/16",5.24,36.87
"1990/01/17",5.21,36.65
"1990/01/18",5.22,36.74
"1990/01/19",5.21,36.74
"1990/01/20",5.19,36.56
"1990/01/21",5.19,36.56
"1990/01/22",5.19,36.56
"1990/01/23",5.19,36.54
"1990/01/24",5.21,36.66
"1990/01/25",5.23,36.83
"1990/01/26",5.23,36.82
"1990/01/27",5.23,36.83
"1990/01/28",5.23,36.83
"1990/01/29",5.23,36.83
"1990/01/30",5.25,36.98
"1990/01/31",5.3,37.31
"1990/02/01",5.3,37.25
"1990/02/02",5.3,37.3
"1990/02/03",5.29,37.25
"1990/02/04",5.29,37.25
"1990/02/05",5.29,37.25
"1990/02/06",5.4,38
"1990/02/07",5.42,38.19
"1990/02/08",5.42,38.2
"1990/02/09",5.42,38.18
"1990/02/10",5.42,38.16
"1990/02/11",5.42,38.16
"1990/02/12",5.42,38.16
"1990/02/13",5.42,38.13
"1990/02/14",5.39,37.96
"1990/02/15",5.41,38.06
"1990/02/16",5.4,38.04
"1990/02/17",5.38,37.88
"1990/02/18",5.38,37.88
"1990/02/19",5.38,37.88
"1990/02/20",5.51,38.81
"1990/02/21",5.52,38.84
"1990/02/22",5.52,38.87
"1990/02/23",5.51,38.8
"1990/02/24",5.5,38.73
"1990/02/25",5.5,38.73
"1990/02/26",5.5,38.73
"1990/02/27",5.49,38.66
"1990/02/28",5.48,38.63
"1990/03/01",5.48,38.58
"1990/03/02",5.46,38.44
"1990/03/03",5.44,38.33
"1990/03/04",5.44,38.33
"1990/03/05",5.44,38.33
"1990/03/06",5.46,38.48
"1990/03/07",5.48,38.58
"1990/03/08",5.47,38.53
"1990/03/09",5.47,38.55
"1990/03/10",5.48,38.57
"1990/03/11",5.48,38.57
"1990/03/12",5.48,38.57
"1990/03/13",5.47,38.5
"1990/03/14",5.46,38.45
"1990/03/15",5.46,38.45
"1990/03/16",5.46,38.45
"1990/03/17",5.46,38.45
"1990/03/18",5.46,38.45
"1990/03/19",5.46,38.45
"1990/03/20",5.5,38.73
"1990/03/21",5.51,38.74
"1990/03/22",5.48,38.56
"1990/03/23",5.47,38.45
"1990/03/24",5.47,38.52
"1990/03/25",5.47,38.52
"1990/03/26",5.47,38.52
"1990/03/27",5.46,38.42
"1990/03/28",5.46,38.43
"1990/03/29",5.45,38.38
"1990/03/30",5.47,38.5
"1990/03/31",5.49,38.61
"1990/04/01",5.49,38.61
"1990/04/02",5.49,38.61
"1990/04/03",5.48,38.52
"1990/04/04",5.48,38.54
"1990/04/05",5.48,38.56
"1990/04/06",5.48,38.53
"1990/04/07",5.48,38.6
"1990/04/08",5.48,38.6
"1990/04/09",5.48,38.6
"1990/04/10",5.49,38.64
"1990/04/11",5.49,38.62
"1990/04/12",5.52,38.78
"1990/04/13",5.52,38.82
"1990/04/14",5.52,38.84
"1990/04/15",5.52,38.84
"1990/04/16",5.52,38.84
"1990/04/17",5.52,38.84
"1990/04/18",5.51,38.75
"1990/04/19",5.51,38.76
"1990/04/20",5.52,38.85
"1990/04/21",5.5,38.75
"1990/04/22",5.5,38.75
"1990/04/23",5.5,38.75
"1990/04/24",5.49,38.59
"1990/04/25",5.48,38.57
"1990/04/26",5.48,38.56
"1990/04/27",5.5,38.74
"1990/04/28",5.5,38.71
"1990/04/29",5.5,38.71
"1990/04/30",5.5,38.71
"1990/05/01",5.5,38.71
"1990/05/02",5.5,38.71
"1990/05/03",5.49,38.64
"1990/05/04",5.5,38.67
"1990/05/05",5.5,38.72
"1990/05/06",5.5,38.72
"1990/05/07",5.5,38.72
"1990/05/08",5.53,38.9
"1990/05/09",5.54,38.97
"1990/05/10",5.55,39.08
"1990/05/11",5.56,39.1
"1990/05/12",5.57,39.18
"1990/05/13",5.57,39.18
"1990/05/14",5.57,39.18
"1990/05/15",5.55,39.05
"1990/05/16",5.55,39.03
"1990/05/17",5.54,38.97
"1990/05/18",5.56,39.13
"1990/05/19",5.54,38.97
"1990/05/20",5.54,38.97
"1990/05/21",5.54,38.97
"1990/05/22",5.52,38.89
"1990/05/23",5.51,38.79
"1990/05/24",5.51,38.79
"1990/05/25",5.51,38.7
"1990/05/26",5.49,38.64
"1990/05/27",5.49,38.64
"1990/05/28",5.49,38.64
"1990/05/29",5.49,38.62
"1990/05/30",5.51,38.74
"1990/05/31",5.5,38.71
"1990/06/01",5.48,38.51
"1990/06/02",5.47,38.49
"1990/06/03",5.47,38.49
"1990/06/04",5.47,38.49
"1990/06/05",5.48,38.39
"1990/06/06",5.48,38.47
"1990/06/07",5.48,38.57
"1990/06/08",5.47,38.5
"1990/06/09",5.47,38.48
"1990/06/10",5.47,38.48
"1990/06/11",5.47,38.48
"1990/06/12",5.47,38.45
"1990/06/13",5.47,38.51
"1990/06/14",5.46,38.46
"1990/06/15",5.49,38.54
"1990/06/16",5.47,38.45
"1990/06/17",5.47,38.45
"1990/06/18",5.47,38.45
"1990/06/19",5.48,38.54
"1990/06/20",5.5,38.66
"1990/06/21",5.49,38.63
"1990/06/22",5.48,38.58
"1990/06/23",5.48,38.6
"1990/06/24",5.48,38.6
"1990/06/25",5.48,38.6
"1990/06/26",5.49,38.62
"1990/06/27",5.48,38.57
"1990/06/28",5.51,38.76
"1990/06/29",5.51,38.78
"1990/06/30",5.5,38.67
"1990/07/01",5.5,38.67
"1990/07/02",5.5,38.67
"1990/07/03",5.52,38.85
"1990/07/04",5.52,38.82
"1990/07/05",5.53,38.92
"1990/07/06",5.53,38.88
"1990/07/07",5.52,38.85
"1990/07/08",5.52,38.85
"1990/07/09",5.52,38.85
"1990/07/10",5.53,38.88
"1990/07/11",5.54,38.94
"1990/07/12",5.54,38.94
"1990/07/13",5.51,38.78
"1990/07/14",5.53,38.93
"1990/07/15",5.53,38.93
"1990/07/16",5.53,38.93
"1990/07/17",5.52,38.82
"1990/07/18",5.52,38.88
"1990/07/19",5.54,38.94
"1990/07/20",5.53,38.93
"1990/07/21",5.54,38.99
"1990/07/22",5.54,38.99
"1990/07/23",5.54,38.99
"1990/07/24",5.55,39.02
"1990/07/25",5.56,39.16
"1990/07/26",5.56,39.16
"1990/07/27",5.56,39.15
"1990/07/28",5.57,39.16
"1990/07/29",5.57,39.16
"1990/07/30",5.57,39.16
"1990/07/31",5.58,39.23
"1990/08/01",5.59,39.33
"1990/08/02",5.62,39.57
"1990/08/03",5.6,39.3
"1990/08/04",5.61,39.5
"1990/08/05",5.61,39.5
"1990/08/06",5.61,39.5
"1990/08/07",5.63,39.65
"1990/08/08",5.63,39.66
"1990/08/09",5.62,39.5
"1990/08/10",5.61,39.48
"1990/08/11",5.6,39.4
"1990/08/12",5.6,39.4
"1990/08/13",5.6,39.4
"1990/08/14",5.64,39.65
"1990/08/15",5.63,39.62
"1990/08/16",5.66,39.8
"1990/08/17",5.65,39.76
"1990/08/18",5.67,39.9
"1990/08/19",5.67,39.9
"1990/08/20",5.67,39.9
"1990/08/21",5.67,39.9
"1990/08/22",5.64,39.7
"1990/08/23",5.66,39.81
"1990/08/24",5.67,39.94
"1990/08/25",5.66,39.83
"1990/08/26",5.66,39.83
"1990/08/27",5.66,39.83
"1990/08/28",5.68,39.96
"1990/08/29",5.67,39.9
"1990/08/30",5.66,39.81
"1990/08/31",5.65,39.72
"1990/09/01",5.65,39.76
"1990/09/02",5.65,39.76
"1990/09/03",5.65,39.76
"1990/09/04",5.62,39.55
"1990/09/05",5.64,39.65
"1990/09/06",5.65,39.73
"1990/09/07",5.67,39.91
"1990/09/08",5.66,39.81
"1990/09/09",5.66,39.81
"1990/09/10",5.66,39.81
"1990/09/11",5.64,39.66
"1990/09/12",5.62,39.51
"1990/09/13",5.62,39.53
"1990/09/14",5.62,39.5
"1990/09/15",5.65,39.71
"1990/09/16",5.65,39.71
"1990/09/17",5.65,39.71
"1990/09/18",5.67,39.88
"1990/09/19",5.67,39.88
"1990/09/20",5.67,39.93
"1990/09/21",5.64,39.72
"1990/09/22",5.64,39.67
"1990/09/23",5.64,39.67
"1990/09/24",5.64,39.67
"1990/09/25",5.65,39.75
"1990/09/26",5.66,39.84
"1990/09/27",5.65,39.73
"1990/09/28",5.66,39.77
"1990/09/29",5.66,39.8
"1990/09/30",5.66,39.8
"1990/10/01",5.66,39.8
"1990/10/02",5.68,39.94
"1990/10/03",5.67,39.88
"1990/10/04",5.68,39.96
"1990/10/05",5.69,40.08
"1990/10/06",5.7,40.11
"1990/10/07",5.7,40.11
"1990/10/08",5.7,40.11
"1990/10/09",5.7,40.08
"1990/10/10",5.71,40.2
"1990/10/11",5.72,40.23
"1990/10/12",5.71,40.15
"1990/10/13",5.73,40.31
"1990/10/14",5.73,40.31
"1990/10/15",5.73,40.31
"1990/10/16",5.73,40.27
"1990/10/17",5.72,40.26
"1990/10/18",5.75,40.47
"1990/10/19",5.75,40.46
"1990/10/20",5.76,40.52
"1990/10/21",5.76,40.52
"1990/10/22",5.76,40.52
"1990/10/23",5.76,40.52
"1990/10/24",5.77,40.52
"1990/10/25",5.73,40.32
"1990/10/26",5.75,40.46
"1990/10/27",5.77,40.32
"1990/10/28",5.77,40.32
"1990/10/29",5.77,40.32
"1990/10/30",5.75,40.44
"1990/10/31",5.73,40.33
"1990/11/01",5.74,40.34
"1990/11/02",5.75,40.28
"1990/11/03",5.76,40.53
"1990/11/04",5.76,40.53
"1990/11/05",5.76,40.53
"1990/11/06",5.78,40.66
"1990/11/07",5.79,40.69
"1990/11/08",5.79,40.74
"1990/11/09",5.78,40.64
"1990/11/10",5.78,40.68
"1990/11/11",5.78,40.68
"1990/11/12",5.78,40.68
"1990/11/13",5.8,40.82
"1990/11/14",5.81,40.87
"1990/11/15",5.81,40.89
"1990/11/16",5.81,40.9
"1990/11/17",5.81,40.88
"1990/11/18",5.81,40.88
"1990/11/19",5.81,40.88
"1990/11/20",5.83,41.01
"1990/11/21",5.81,40.88
"1990/11/22",5.82,40.93
"1990/11/23",5.81,40.84
"1990/11/24",5.8,40.79
"1990/11/25",5.8,40.79
"1990/11/26",5.8,40.79
"1990/11/27",5.79,40.72
"1990/11/28",5.79,40.73
"1990/11/29",5.81,40.89
"1990/11/30",5.8,40.79
"1990/12/01",5.76,40.57
"1990/12/02",5.76,40.57
"1990/12/03",5.76,40.57
"1990/12/04",5.77,40.59
"1990/12/05",5.72,40.58
"1990/12/06",5.79,40.69
"1990/12/07",5.78,40.68
"1990/12/08",5.81,40.85
"1990/12/09",5.81,40.85
"1990/12/10",5.81,40.85
"1990/12/11",5.83,41.03
"1990/12/12",5.83,41.02
"1990/12/13",5.82,40.95
"1990/12/14",5.83,40.99
"1990/12/15",5.82,40.93
"1990/12/16",5.82,40.93
"1990/12/17",5.82,40.93
"1990/12/18",5.81,40.85
"1990/12/19",5.8,40.83
"1990/12/20",5.82,40.98
"1990/12/21",5.81,40.86
"1990/12/22",5.77,40.5
"1990/12/23",5.77,40.5
"1990/12/24",5.77,40.5
"1990/12/25",5.77,40.5
"1990/12/26",5.77,40.5
"1990/12/27",5.77,40.5
"1990/12/28",5.74,40.34
"1990/12/29",5.75,40.47
"1990/12/30",5.75,40.47
"1990/12/31",5.75,40.47
"1991/01/01",5.75,40.47
"1991/01/02",5.75,40.47
"1991/01/03",5.79,40.76
"1991/01/04",5.79,40.76
"1991/01/05",6.65,46.82
"1991/01/06",6.65,46.82
"1991/01/07",6.65,46.82
"1991/01/08",6.59,46.33
"1991/01/09",6.57,46.19
"1991/01/10",6.57,46.17
"1991/01/11",6.59,46.35
"1991/01/12",6.58,46.35
"1991/01/13",6.58,46.35
"1991/01/14",6.58,46.35
"1991/01/15",6.54,46.01
"1991/01/16",6.56,46.15
"1991/01/17",6.56,46.13
"1991/01/18",6.61,46.41
"1991/01/19",6.61,46.5
"1991/01/20",6.61,46.5
"1991/01/21",6.61,46.5
"1991/01/22",6.63,46.69
"1991/01/23",6.66,46.88
"1991/01/24",6.64,46.74
"1991/01/25",6.66,46.92
"1991/01/26",6.66,46.91
"1991/01/27",6.66,46.91
"1991/01/28",6.66,46.91
"1991/01/29",6.67,46.91
"1991/01/30",6.67,46.94
"1991/01/31",6.66,46.8
"1991/02/01",6.66,46.9
"1991/02/02",6.68,47.03
"1991/02/03",6.68,47.03
"1991/02/04",6.68,47.03
"1991/02/05",6.71,47.22
"1991/02/06",6.72,47.26
"1991/02/07",6.73,47.35
"1991/02/08",6.74,47.4
"1991/02/09",6.66,47.35
"1991/02/10",6.66,47.35
"1991/02/11",6.66,47.35
"1991/02/12",6.74,47.41
"1991/02/13",6.74,47.39
"1991/02/14",6.73,47.36
"1991/02/15",6.72,47.27
"1991/02/16",6.71,47.22
"1991/02/17",6.71,47.22
"1991/02/18",6.71,47.22
"1991/02/19",6.69,47.06
"1991/02/20",6.67,46.91
"1991/02/21",6.67,46.92
"1991/02/22",6.66,46.87
"1991/02/23",6.67,46.9
"1991/02/24",6.67,46.9
"1991/02/25",6.67,46.9
"1991/02/26",6.63,46.62
"1991/02/27",6.63,46.58
"1991/02/28",6.6,46.46
"1991/03/01",6.62,46.55
"1991/03/02",6.59,46.34
"1991/03/03",6.59,46.34
"1991/03/04",6.59,46.34
"1991/03/05",6.58,46.26
"1991/03/06",6.6,46.45
"1991/03/07",6.57,46.22
"1991/03/08",6.58,46.3
"1991/03/09",6.55,46.09
"1991/03/10",6.55,46.09
"1991/03/11",6.55,46.09
"1991/03/12",6.52,45.84
"1991/03/13",6.53,45.9
"1991/03/14",6.52,45.87
"1991/03/15",6.52,45.84
"1991/03/16",6.52,45.84
"1991/03/17",6.52,45.84
"1991/03/18",6.52,45.84
"1991/03/19",6.46,45.45
"1991/03/20",6.42,45.16
"1991/03/21",6.39,44.89
"1991/03/22",6.43,45.18
"1991/03/23",6.42,45.12
"1991/03/24",6.42,45.12
"1991/03/25",6.42,45.12
"1991/03/26",6.36,44.68
"1991/03/27",6.31,44.35
"1991/03/28",6.31,44.44
"1991/03/29",6.26,44
"1991/03/30",6.31,44.33
"1991/03/31",6.31,44.33
"1991/04/01",6.31,44.33
"1991/04/02",6.31,44.33
"1991/04/03",6.31,44.44
"1991/04/04",6.33,44.54
"1991/04/05",6.32,44.49
"1991/04/06",6.34,44.62
"1991/04/07",6.34,44.62
"1991/04/08",6.34,44.62
"1991/04/09",6.3,44.33
"1991/04/10",6.32,44.43
"1991/04/11",6.34,44.65
"1991/04/12",6.31,44.41
"1991/04/13",6.34,44.58
"1991/04/14",6.34,44.58
"1991/04/15",6.34,44.58
"1991/04/16",6.32,44.45
"1991/04/17",6.34,44.74
"1991/04/18",6.35,44.73
"1991/04/19",6.33,44.51
"1991/04/20",6.24,43.91
"1991/04/21",6.24,43.91
"1991/04/22",6.24,43.91
"1991/04/23",6.19,43.55
"1991/04/24",6.16,43.36
"1991/04/25",6.21,43.77
"1991/04/26",6.19,43.57
"1991/04/27",6.19,43.6
"1991/04/28",6.19,43.6
"1991/04/29",6.19,43.6
"1991/04/30",6.16,43.35
"1991/05/01",6.21,43.82
"1991/05/02",6.21,43.82
"1991/05/03",6.26,44.03
"1991/05/04",6.26,44.06
"1991/05/05",6.26,44.06
"1991/05/06",6.26,44.06
"1991/05/07",6.21,43.73
"1991/05/08",6.24,43.88
"1991/05/09",6.25,43.91
"1991/05/10",6.2,43.66
"1991/05/11",6.22,43.76
"1991/05/12",6.22,43.76
"1991/05/13",6.22,43.76
"1991/05/14",6.25,43.94
"1991/05/15",6.26,44.1
"1991/05/16",6.3,44.35
"1991/05/17",6.29,44.33
"1991/05/18",6.28,44.19
"1991/05/19",6.28,44.19
"1991/05/20",6.28,44.19
"1991/05/21",6.21,43.58
"1991/05/22",6.23,43.88
"1991/05/23",6.26,44.03
"1991/05/24",6.24,43.95
"1991/05/25",6.27,44.13
"1991/05/26",6.27,44.13
"1991/05/27",6.27,44.13
"1991/05/28",6.29,44.29
"1991/05/29",6.27,44.15
"1991/05/30",6.3,44.32
"1991/05/31",6.27,44.13
"1991/06/01",6.24,43.93
"1991/06/02",6.24,43.93
"1991/06/03",6.24,43.93
"1991/06/04",6.21,43.63
"1991/06/05",6.2,43.58
"1991/06/06",6.19,43.58
"1991/06/07",6.2,43.58
"1991/06/08",6.19,43.53
"1991/06/09",6.19,43.53
"1991/06/10",6.19,43.53
"1991/06/11",6.16,43.36
"1991/06/12",6.17,43.4
"1991/06/13",6.16,43.33
"1991/06/14",6.12,43.04
"1991/06/15",6.11,42.97
"1991/06/16",6.11,42.97
"1991/06/17",6.11,42.97
"1991/06/18",6.12,43.03
"1991/06/19",6.09,42.86
"1991/06/20",6.1,42.89
"1991/06/21",6.15,43.29
"1991/06/22",6.11,43.01
"1991/06/23",6.11,43.01
"1991/06/24",6.11,43.01
"1991/06/25",6.1,42.93
"1991/06/26",6.13,43.09
"1991/06/27",6.13,43.2
"1991/06/28",6.13,43.18
"1991/06/29",6.1,42.92
"1991/06/30",6.1,42.92
"1991/07/01",6.1,42.92
"1991/07/02",6.1,42.89
"1991/07/03",6.07,42.71
"1991/07/04",6.06,42.63
"1991/07/05",6.06,42.62
"1991/07/06",6.05,42.54
"1991/07/07",6.05,42.54
"1991/07/08",6.05,42.54
"1991/07/09",6.09,42.86
"1991/07/10",6.1,42.89
"1991/07/11",6.08,42.79
"1991/07/12",6.09,42.9
"1991/07/13",6.07,42.82
"1991/07/14",6.07,42.82
"1991/07/15",6.07,42.82
"1991/07/16",6.13,43.13
"1991/07/17",6.12,43.13
"1991/07/18",6.12,43.09
"1991/07/19",6.15,43.33
"1991/07/20",6.19,43.58
"1991/07/21",6.19,43.58
"1991/07/22",6.19,43.58
"1991/07/23",6.19,43.56
"1991/07/24",6.17,43.45
"1991/07/25",6.21,43.72
"1991/07/26",6.21,43.74
"1991/07/27",6.21,43.74
"1991/07/28",6.21,43.74
"1991/07/29",6.21,43.74
"1991/07/30",6.2,43.67
"1991/07/31",6.22,43.8
"1991/08/01",6.22,43.75
"1991/08/02",6.21,43.75
"1991/08/03",6.18,43.51
"1991/08/04",6.18,43.51
"1991/08/05",6.18,43.51
"1991/08/06",6.24,43.87
"1991/08/07",6.27,44.24
"1991/08/08",6.27,44.16
"1991/08/09",6.29,44.3
"1991/08/10",6.27,44.14
"1991/08/11",6.27,44.14
"1991/08/12",6.27,44.14
"1991/08/13",6.25,44.02
"1991/08/14",6.26,44.03
"1991/08/15",6.23,43.86
"1991/08/16",6.24,43.82
"1991/08/17",6.22,43.73
"1991/08/18",6.22,43.73
"1991/08/19",6.22,43.73
"1991/08/20",6.22,43.73
"1991/08/21",6.22,43.73
"1991/08/22",6.14,43.17
"1991/08/23",6.22,43.8
"1991/08/24",6.23,43.86
"1991/08/25",6.23,43.86
"1991/08/26",6.23,43.86
"1991/08/27",6.21,43.7
"1991/08/28",6.21,43.69
"1991/08/29",6.2,43.59
"1991/08/30",6.24,43.93
"1991/08/31",6.23,43.82
"1991/09/01",6.23,43.82
"1991/09/02",6.23,43.82
"1991/09/03",6.22,43.74
"1991/09/04",6.23,43.84
"1991/09/05",6.24,43.88
"1991/09/06",6.23,43.84
"1991/09/07",6.24,43.86
"1991/09/08",6.24,43.86
"1991/09/09",6.24,43.86
"1991/09/10",6.29,44.27
"1991/09/11",6.32,44.48
"1991/09/12",6.31,44.41
"1991/09/13",6.33,44.53
"1991/09/14",6.32,44.48
"1991/09/15",6.32,44.48
"1991/09/16",6.32,44.48
"1991/09/17",6.33,44.54
"1991/09/18",6.36,44.81
"1991/09/19",6.35,44.64
"1991/09/20",6.33,44.57
"1991/09/21",6.32,44.44
"1991/09/22",6.32,44.44
"1991/09/23",6.32,44.44
"1991/09/24",6.34,44.72
"1991/09/25",6.35,44.69
"1991/09/26",6.35,44.66
"1991/09/27",6.33,44.55
"1991/09/28",6.34,44.57
"1991/09/29",6.34,44.57
"1991/09/30",6.34,44.57
"1991/10/01",6.38,44.88
"1991/10/02",6.37,44.8
"1991/10/03",6.37,44.86
"1991/10/04",6.38,44.91
"1991/10/05",6.38,44.88
"1991/10/06",6.38,44.88
"1991/10/07",6.38,44.88
"1991/10/08",6.35,44.65
"1991/10/09",6.34,44.61
"1991/10/10",6.3,44.29
"1991/10/11",6.33,44.5
"1991/10/12",6.32,44.47
"1991/10/13",6.32,44.47
"1991/10/14",6.32,44.47
"1991/10/15",6.32,44.49
"1991/10/16",6.29,44.28
"1991/10/17",6.3,44.31
"1991/10/18",6.3,44.35
"1991/10/19",6.31,44.43
"1991/10/20",6.31,44.43
"1991/10/21",6.31,44.43
"1991/10/22",6.33,44.56
"1991/10/23",6.31,44.42
"1991/10/24",6.31,44.42
"1991/10/25",6.31,44.35
"1991/10/26",6.31,44.42
"1991/10/27",6.31,44.42
"1991/10/28",6.31,44.42
"1991/10/29",6.29,44.27
"1991/10/30",6.28,44.2
"1991/10/31",6.33,44.56
"1991/11/01",6.36,44.71
"1991/11/02",6.4,44.77
"1991/11/03",6.4,44.77
"1991/11/04",6.4,44.77
"1991/11/05",6.42,45.17
"1991/11/06",6.42,45.2
"1991/11/07",6.43,45.27
"1991/11/08",6.81,47.91
"1991/11/09",6.79,47.73
"1991/11/10",6.79,47.73
"1991/11/11",6.79,47.73
"1991/11/12",6.78,47.74
"1991/11/13",6.82,47.92
"1991/11/14",6.8,47.88
"1991/11/15",6.82,47.98
"1991/11/16",6.82,48.01
"1991/11/17",6.82,48.01
"1991/11/18",6.82,48.01
"1991/11/19",6.87,48.37
"1991/11/20",6.87,48.38
"1991/11/21",6.88,48.45
"1991/11/22",6.88,48.42
"1991/11/23",6.9,48.57
"1991/11/24",6.9,48.57
"1991/11/25",6.9,48.57
"1991/11/26",6.94,48.87
"1991/11/27",6.92,48.7
"1991/11/28",6.88,48.46
"1991/11/29",6.87,48.34
"1991/11/30",6.82,48.01
"1991/12/01",6.82,48.01
"1991/12/02",6.82,48.01
"1991/12/03",6.87,48.37
"1991/12/04",6.86,48.3
"1991/12/05",6.88,48.44
"1991/12/06",6.91,48.59
"1991/12/07",6.92,48.76
"1991/12/08",6.92,48.76
"1991/12/09",6.94,48.92
"1991/12/10",6.97,49.03
"1991/12/11",6.91,48.63
"1991/12/12",6.94,48.89
"1991/12/13",6.94,48.82
"1991/12/16",6.93,48.76
"1991/12/17",6.94,48.84
"1991/12/18",6.95,48.92
"1991/12/19",6.94,48.87
"1991/12/20",6.99,49.23
"1991/12/23",7.05,49.69
"1991/12/27",7.12,50.07
"1991/12/30",7.07,49.97
"1991/12/31",7.07,49.83
"1992/01/02",7.07,49.77
"1992/01/03",7.04,49.55
"1992/01/06",6.99,49.51
"1992/01/07",7.08,49.8
"1992/01/08",7.09,49.94
"1992/01/09",7.06,49.68
"1992/01/10",6.99,49.12
"1992/01/13",6.95,48.89
"1992/01/14",6.96,48.94
"1992/01/15",6.9,48.54
"1992/01/16",6.85,48.16
"1992/01/17",6.83,48.01
"1992/01/20",6.91,48.57
"1992/01/21",6.91,48.62
"1992/01/22",6.9,48.58
"1992/01/23",6.9,48.56
"1992/01/24",6.85,48.2
"1992/01/27",6.87,48.31
"1992/01/28",6.86,48.29
"1992/01/29",6.91,48.58
"1992/01/30",6.86,48.33
"1992/01/31",6.84,48.12
"1992/02/03",6.86,48.33
"1992/02/04",6.87,48.37
"1992/02/05",6.9,48.53
"1992/02/06",6.94,48.76
"1992/02/07",6.92,48.66
"1992/02/10",6.96,48.99
"1992/02/11",6.93,48.77
"1992/02/12",6.88,48.43
"1992/02/13",6.87,48.39
"1992/02/14",6.83,48.04
"1992/02/17",6.85,48.16
"1992/02/18",6.8,47.87
"1992/02/19",6.77,47.64
"1992/02/20",6.75,47.48
"1992/02/21",6.78,47.71
"1992/02/24",6.74,47.43
"1992/02/25",6.77,47.63
"1992/02/26",6.75,47.47
"1992/02/27",6.77,47.68
"1992/02/28",6.79,47.79
"1992/03/02",6.78,47.71
"1992/03/03",6.78,47.57
"1992/03/04",6.74,47.45
"1992/03/05",6.72,47.29
"1992/03/06",6.72,47.29
"1992/03/09",6.74,47.39
"1992/03/10",6.74,47.43
"1992/03/11",6.72,47.27
"1992/03/12",6.73,47.39
"1992/03/13",6.72,47.29
"1992/03/16",6.85,48.23
"1992/03/17",6.89,48.51
"1992/03/18",6.9,48.56
"1992/03/19",6.88,48.45
"1992/03/20",6.85,48.18
"1992/03/23",6.84,48.16
"1992/03/24",6.85,48.2
"1992/03/25",6.88,48.44
"1992/03/26",6.89,48.5
"1992/03/27",6.87,48.33
"1992/03/30",6.92,48.65
"1992/03/31",6.9,48.56
"1992/04/01",6.9,48.57
"1992/04/02",6.88,48.46
"1992/04/03",6.93,48.76
"1992/04/06",6.95,48.9
"1992/04/07",6.94,48.88
"1992/04/08",6.96,48.98
"1992/04/09",6.93,48.76
"1992/04/10",6.95,48.89
"1992/04/13",6.91,48.62
"1992/04/14",6.89,48.49
"1992/04/15",6.87,48.37
"1992/04/16",6.87,48.33
"1992/04/17",6.85,48.21
"1992/04/21",6.85,48.21
"1992/04/22",6.84,48.18
"1992/04/23",6.86,48.25
"1992/04/24",6.87,48.4
"1992/04/27",6.87,48.36
"1992/04/28",6.87,48.33
"1992/04/29",6.87,48.4
"1992/04/30",6.87,48.36
"1992/05/04",6.89,48.48
"1992/05/05",6.89,48.49
"1992/05/06",6.91,48.62
"1992/05/07",6.92,48.74
"1992/05/08",6.92,48.68
"1992/05/11",6.89,48.53
"1992/05/12",6.92,48.71
"1992/05/13",6.94,48.87
"1992/05/14",6.96,49.01
"1992/05/15",6.94,48.83
"1992/05/18",6.98,49.15
"1992/05/19",7,49.27
"1992/05/20",7,49.25
"1992/05/21",6.98,49.13
"1992/05/22",6.95,49
"1992/05/25",6.95,48.98
"1992/05/26",6.96,49
"1992/05/27",6.94,48.82
"1992/05/28",6.92,48.69
"1992/05/29",6.97,49.02
"1992/06/01",6.99,49.19
"1992/06/02",6.96,48.98
"1992/06/03",6.97,49.05
"1992/06/04",6.99,49.22
"1992/06/05",7,49.31
"1992/06/08",7.01,49.35
"1992/06/09",7.03,49.5
"1992/06/10",7.01,49.34
"1992/06/11",7.02,49.38
"1992/06/12",7.05,49.6
"1992/06/15",7.05,49.71
"1992/06/16",7.05,49.59
"1992/06/17",7.07,49.81
"1992/06/18",7.03,49.48
"1992/06/19",7.06,49.73
"1992/06/22",7.04,49.68
"1992/06/23",7.08,49.83
"1992/06/24",7.2,50.67
"1992/06/25",7.23,50.83
"1992/06/26",7.24,50.99
"1992/06/29",7.28,51.23
"1992/06/30",7.29,51.3
"1992/07/01",7.31,51.46
"1992/07/02",7.3,51.38
"1992/07/03",7.32,51.49
"1992/07/06",7.28,51.44
"1992/07/07",7.36,51.79
"1992/07/08",7.39,51.99
"1992/07/09",7.37,51.84
"1992/07/10",7.34,51.71
"1992/07/13",7.4,52.12
"1992/07/14",7.4,52.05
"1992/07/15",7.4,52.09
"1992/07/16",7.41,52.18
"1992/07/17",7.43,52.33
"1992/07/20",7.49,52.7
"1992/07/21",7.39,51.97
"1992/07/22",7.39,52.06
"1992/07/23",7.39,52.04
"1992/07/24",7.4,52.06
"1992/07/27",7.4,52.05
"1992/07/28",7.41,52.13
"1992/07/29",7.43,52.31
"1992/07/30",7.4,52.06
"1992/07/31",7.42,52.22
"1992/08/03",7.43,52.3
"1992/08/04",7.42,52.21
"1992/08/05",7.42,52.24
"1992/08/06",7.4,52.06
