obs,ATS,DEM,DKK,ITL1000
"1993/10/04",8.5,59.77,14.75,61.23
"1993/10/05",8.54,60.07,14.81,61.23
"1993/10/06",8.52,59.89,14.8,61.26
"1993/10/07",8.54,60.04,14.8,60.81
"1993/10/08",8.53,60.03,14.8,60.54
"1993/10/11",8.59,60.4,14.93,61.14
"1993/10/12",8.61,60.53,14.94,61.09
"1993/10/13",8.59,60.44,14.95,61.23
"1993/10/14",8.59,60.42,14.83,61.11
"1993/10/15",8.54,60.1,14.77,60.94
"1993/10/18",8.52,59.94,14.76,61.25
"1993/10/19",8.48,59.69,14.69,61.15
"1993/10/20",8.46,59.52,14.69,61.24
"1993/10/21",8.47,59.59,14.68,61.14
"1993/10/22",8.41,59.15,14.69,61.27
"1993/10/25",8.4,59.07,14.71,61.27
"1993/10/26",8.37,58.92,14.62,61.14
"1993/10/27",8.39,59.02,14.67,60.96
"1993/10/28",8.38,58.98,14.62,60.54
"1993/10/29",8.4,59.05,14.64,60.72
"1993/11/01",8.36,58.84,14.61,60.34
"1993/11/02",8.34,58.65,14.63,60.5
"1993/11/03",8.34,58.65,14.67,60.71
"1993/11/04",8.36,58.78,14.71,60.5
"1993/11/05",8.34,58.64,14.71,60.62
"1993/11/08",8.35,58.75,14.78,60.5
"1993/11/09",8.37,58.85,14.78,60.34
"1993/11/10",8.36,58.76,14.72,60.24
"1993/11/11",8.36,58.77,14.73,60.19
"1993/11/12",8.34,58.67,14.73,59.9
"1993/11/15",8.37,58.86,14.74,59.65
"1993/11/16",8.35,58.71,14.74,59.68
"1993/11/17",8.3,58.4,14.74,59.87
"1993/11/18",8.32,58.48,14.74,59.78
"1993/11/19",8.3,58.4,14.71,59.71
"1993/11/22",8.31,58.42,14.72,59.14
"1993/11/23",8.32,58.53,14.73,58.54
"1993/11/24",8.33,58.59,14.77,59.05
"1993/11/25",8.32,58.5,14.74,59.14
"1993/11/26",8.31,58.44,14.74,58.91
"1993/11/29",8.3,58.36,14.73,58.99
"1993/11/30",8.31,58.44,14.75,58.78
"1993/12/01",8.3,58.35,14.73,58.38
"1993/12/02",8.29,58.27,14.74,58.33
"1993/12/03",8.28,58.23,14.78,58.24
"1993/12/06",8.31,58.43,14.82,58.95
"1993/12/07",8.33,58.59,14.89,59.59
"1993/12/08",8.32,58.5,14.89,59.71
"1993/12/09",8.32,58.5,14.95,59.64
"1993/12/10",8.34,58.61,14.99,59.55
"1993/12/13",8.35,58.7,14.93,59.2
"1993/12/14",8.31,58.47,14.91,59.18
"1993/12/15",8.3,58.34,14.89,59.27
"1993/12/16",8.31,58.42,14.91,59.06
"1993/12/17",8.32,58.49,14.93,59.06
"1993/12/20",8.31,58.41,14.92,59.39
"1993/12/21",8.31,58.46,14.94,59.7
"1993/12/22",8.32,58.52,14.97,59.77
"1993/12/23",8.34,58.66,15.01,60.06
"1993/12/27",8.33,58.57,15,59.39
"1993/12/28",8.34,58.62,15.01,59.35
"1993/12/29",8.33,58.56,15,59.09
"1993/12/30",8.28,58.2,14.91,58.86
"1993/12/31",8.26,58.06,14.88,58.81
"1994/01/03",8.34,58.64,15.01,59.5
"1994/01/04",8.32,58.51,15,59.87
"1994/01/05",8.34,58.65,15.03,60.05
"1994/01/06",8.33,58.52,15.07,60.36
"1994/01/07",8.33,58.55,15.06,59.92
"1994/01/10",8.35,58.73,15.1,59.75
"1994/01/11",8.33,58.56,15.09,59.68
"1994/01/12",8.33,58.58,15.1,59.96
"1994/01/13",8.33,58.58,15.12,60.17
"1994/01/14",8.31,58.4,15.07,59.86
"1994/01/17",8.3,58.31,15.07,59.97
"1994/01/18",8.29,58.29,15.06,60.08
"1994/01/19",8.32,58.45,15.06,60.03
"1994/01/20",8.31,58.4,15.03,59.9
"1994/01/21",8.33,58.59,15.05,59.99
"1994/01/24",8.3,58.33,15.02,59.91
"1994/01/25",8.3,58.33,15.04,60.04
"1994/01/26",8.31,58.42,15.04,60.13
"1994/01/27",8.32,58.47,15.04,59.97
"1994/01/28",8.34,58.65,15.11,60
"1994/01/31",8.32,58.52,15.09,59.96
"1994/02/01",8.34,58.64,15.11,60.18
"1994/02/02",8.35,58.71,15.12,60.2
"1994/02/03",8.34,58.61,15.08,60.14
"1994/02/04",8.33,58.53,15.07,60.34
"1994/02/07",8.28,58.2,15,60.34
"1994/02/08",8.28,58.22,15,60.38
"1994/02/09",8.28,58.2,14.96,60.45
"1994/02/10",8.28,58.2,14.95,60.56
"1994/02/11",8.3,58.34,14.92,60.31
"1994/02/14",8.31,58.42,14.97,60.48
"1994/02/15",8.34,58.66,15,60.55
"1994/02/16",8.57,60.31,15.38,61.87
"1994/02/17",8.58,60.3,15.45,62.02
"1994/02/18",8.6,60.46,15.45,62.02
"1994/02/21",8.58,60.34,15.44,62.17
"1994/02/22",8.57,60.23,15.42,62.06
"1994/02/23",8.57,60.28,15.44,61.9
"1994/02/24",8.56,60.17,15.41,61.9
"1994/02/25",8.6,60.45,15.43,61.68
"1994/02/28",8.61,60.55,15.45,61.34
"1994/03/01",8.64,60.76,15.51,61.37
"1994/03/02",8.65,60.83,15.49,61.26
"1994/03/03",8.62,60.61,15.49,61.51
"1994/03/04",8.61,60.53,15.49,61.58
"1994/03/07",8.59,60.39,15.47,61.48
"1994/03/08",8.6,60.48,15.51,61.4
"1994/03/09",8.62,60.66,15.52,61.32
"1994/03/10",8.65,60.86,15.58,61.46
"1994/03/11",8.68,61.09,15.65,61.73
"1994/03/16",8.65,60.85,15.57,61.68
"1994/03/17",8.66,60.96,15.6,61.77
"1994/03/18",8.66,60.9,15.56,61.57
"1994/03/21",8.64,60.81,15.51,61.48
"1994/03/22",8.66,60.96,15.54,61.66
"1994/03/23",8.67,60.97,15.53,61.66
"1994/03/24",8.68,61.09,15.54,61.68
"1994/03/25",8.73,61.45,15.61,61.82
"1994/03/28",8.71,61.32,15.56,62.51
"1994/03/29",8.72,61.38,15.58,62.67
"1994/03/30",8.7,61.21,15.55,62.88
"1994/03/31",8.72,61.35,15.61,63.67
"1994/04/01",8.7,61.22,15.56,63.56
"1994/04/05",8.66,60.93,15.52,63.11
"1994/04/06",8.61,60.55,15.47,62.56
"1994/04/07",8.62,60.61,15.47,62.94
"1994/04/08",8.61,60.56,15.46,63.61
"1994/04/11",8.63,60.68,15.5,64.04
"1994/04/12",8.6,60.47,15.46,63.45
"1994/04/13",8.6,60.48,15.46,63.46
"1994/04/14",8.62,60.6,15.48,63.51
"1994/04/15",8.62,60.6,15.45,63.39
"1994/04/18",8.61,60.58,15.46,63.58
"1994/04/19",8.62,60.67,15.46,63.45
"1994/04/20",8.65,60.83,15.49,63.38
"1994/04/21",8.67,61.03,15.56,63.65
"1994/04/22",8.66,60.92,15.53,63.68
"1994/04/25",8.69,61.15,15.57,63.76
"1994/04/26",8.68,61.08,15.56,63.91
"1994/04/27",8.71,61.25,15.56,63.68
"1994/04/28",8.71,61.24,15.59,63.91
"1994/04/29",8.74,61.47,15.66,64.1
"1994/05/02",8.76,61.6,15.72,64.21
"1994/05/03",8.78,61.74,15.76,64.15
"1994/05/04",8.77,61.72,15.77,64.02
"1994/05/05",8.73,61.41,15.66,63.27
"1994/05/06",8.72,61.35,15.68,63.89
"1994/05/09",8.76,61.57,15.74,64.21
"1994/05/10",8.74,61.46,15.71,64.35
"1994/05/11",8.71,61.27,15.65,64
"1994/05/12",8.73,61.39,15.69,64.02
"1994/05/13",8.8,61.9,15.83,64.67
"1994/05/16",8.8,61.88,15.82,64.46
"1994/05/17",8.81,61.92,15.81,64.57
"1994/05/18",8.81,61.95,15.83,64.84
"1994/05/19",8.84,62.16,15.87,64.99
"1994/05/20",8.84,62.15,15.89,64.92
"1994/05/24",8.85,62.22,15.89,64.47
"1994/05/25",8.84,62.16,15.88,64.44
"1994/05/26",8.86,62.31,15.91,64.23
"1994/05/27",8.85,62.26,15.91,64.4
"1994/05/30",8.86,62.31,15.91,64.43
"1994/05/31",8.87,62.39,15.91,64.35
"1994/06/01",8.85,62.28,15.85,64.36
"1994/06/02",8.85,62.27,15.85,64.27
"1994/06/03",8.83,62.1,15.81,63.72
"1994/06/06",8.81,61.96,15.8,63.77
"1994/06/07",8.8,61.9,15.82,63.93
"1994/06/08",8.81,61.98,15.84,63.85
"1994/06/09",8.8,61.91,15.86,63.92
"1994/06/10",8.91,62.67,16.06,64.8
"1994/06/13",8.93,62.83,16.08,65.07
"1994/06/14",8.96,63.03,16.11,64.93
"1994/06/15",8.96,63.06,16.12,64.76
"1994/06/16",8.99,63.23,16.14,64.73
"1994/06/17",8.98,63.19,16.13,64.44
"1994/06/20",9.05,63.64,16.2,64.42
"1994/06/21",9.06,63.72,16.23,64.56
"1994/06/22",9.05,63.69,16.23,64.78
"1994/06/23",9.04,63.57,16.22,64.79
"1994/06/24",9.08,63.87,16.27,64.7
"1994/06/27",9.11,64.09,16.3,64.75
"1994/06/28",9.09,63.96,16.29,64.77
"1994/06/29",9.12,64.12,16.32,64.87
"1994/06/30",9.09,63.94,16.29,64.43
"1994/07/01",9.08,63.86,16.25,63.96
"1994/07/04",9.08,63.85,16.27,64.38
"1994/07/05",9.1,63.97,16.29,64.57
"1994/07/06",9.12,64.18,16.33,64.42
"1994/07/07",9.13,64.24,16.34,64.53
"1994/07/08",9.14,64.28,16.35,64.57
"1994/07/11",9.18,64.57,16.4,64.79
"1994/07/12",9.22,64.83,16.49,65.42
"1994/07/13",9.2,64.69,16.48,65.33
"1994/07/14",9.18,64.57,16.44,65.16
"1994/07/15",9.16,64.44,16.39,64.92
"1994/07/18",9.19,64.69,16.44,64.57
"1994/07/19",9.18,64.56,16.43,64.29
"1994/07/20",9.13,64.21,16.36,64.24
"1994/07/21",9.15,64.37,16.39,64.56
"1994/07/22",9.09,63.97,16.31,64.31
"1994/07/25",9.09,63.99,16.29,64.27
"1994/07/26",9.08,63.92,16.28,64.21
"1994/07/27",9.12,64.18,16.33,64.02
"1994/07/28",9.14,64.28,16.34,63.75
"1994/07/29",9.09,63.94,16.28,63.93
"1994/08/01",9.13,64.25,16.32,63.9
"1994/08/02",9.11,64.13,16.29,63.83
"1994/08/03",9.1,64.01,16.27,63.98
"1994/08/04",9.12,64.17,16.32,64.41
"1994/08/05",9.83,69.18,17.57,69.29
"1994/08/08",9.84,69.24,17.6,69.45
"1994/08/09",9.84,69.2,17.57,69.14
"1994/08/10",9.86,69.36,17.58,69.08
"1994/08/11",9.84,69.25,17.55,68.96
"1994/08/12",9.93,69.89,17.6,68.42
"1994/08/15",9.93,69.88,17.63,68.32
"1994/08/16",9.93,69.86,17.61,68.31
"1994/08/17",9.93,69.86,17.59,68.34
"1994/08/18",9.94,69.97,17.59,68.28
"1994/08/19",9.97,70.16,17.68,68.66
"1994/08/22",9.97,70.18,17.73,68.68
"1994/08/23",9.97,70.19,17.74,68.7
"1994/08/24",9.95,70.01,17.65,68.68
"1994/08/25",9.93,69.9,17.62,68.73
"1994/08/26",9.95,70,17.64,68.75
"1994/08/29",9.88,69.54,17.57,68.73
"1994/08/30",9.86,69.35,17.52,68.59
"1994/08/31",9.86,69.37,17.59,68.94
"1994/09/01",9.85,69.28,17.56,69.11
"1994/09/02",9.86,69.35,17.58,69.08
"1994/09/05",9.91,69.69,17.65,69.1
"1994/09/06",9.93,69.91,17.66,68.8
"1994/09/07",9.94,69.95,17.67,68.69
"1994/09/08",9.93,69.83,17.66,68.72
"1994/09/09",9.91,69.72,17.63,68.44
"1994/09/12",9.96,70.07,17.74,68.87
"1994/09/13",9.93,69.87,17.7,68.85
"1994/09/14",9.95,70,17.72,68.96
"1994/09/15",9.93,69.93,17.7,68.94
"1994/09/16",9.93,69.84,17.71,69.23
"1994/09/19",9.93,69.9,17.72,69.05
"1994/09/20",9.9,69.67,17.7,69.02
"1994/09/21",9.9,69.69,17.71,69.4
"1994/09/22",9.91,69.77,17.74,69.03
"1994/09/23",9.92,69.8,17.75,69.07
"1994/09/26",9.89,69.63,17.73,69.18
"1994/09/27",9.9,69.7,17.75,69.38
"1994/09/28",9.91,69.76,17.77,69.39
"1994/09/29",9.9,69.66,17.75,69.28
"1994/09/30",9.9,69.69,17.76,69.31
"1994/10/03",9.87,69.51,17.73,69.13
"1994/10/04",9.89,69.63,17.79,69.06
"1994/10/05",9.91,69.74,17.8,68.5
"1994/10/06",9.91,69.76,17.81,68.86
"1994/10/07",9.92,69.83,17.85,68.53
"1994/10/10",9.9,69.65,17.81,68.53
"1994/10/11",10.03,70.59,18.02,69.24
"1994/10/12",10.04,70.65,18.03,69.45
"1994/10/13",10.05,70.71,18.03,69.54
"1994/10/14",10.08,70.93,18.09,69.6
"1994/10/17",10.13,71.31,18.18,69.65
"1994/10/18",10.13,71.25,18.19,69.87
"1994/10/19",10.14,71.38,18.21,69.84
"1994/10/20",10.13,71.31,18.23,69.88
"1994/10/21",10.17,71.57,18.3,69.84
"1994/10/24",10.14,71.35,18.26,69.75
"1994/10/25",10.16,71.51,18.3,69.74
"1994/10/26",10.14,71.34,18.27,69.78
"1994/10/27",10.13,71.33,18.26,69.89
"1994/10/28",10.13,71.31,18.23,69.68
"1994/10/31",10.1,71.12,18.18,69.57
"1994/11/01",10.13,71.33,18.24,69.52
"1994/11/02",10.14,71.38,18.24,69.48
"1994/11/03",10.11,71.18,18.17,69.31
"1994/11/04",10.09,71.02,18.13,69.16
"1994/11/07",10.11,71.17,18.15,69.3
"1994/11/08",10.12,71.26,18.17,69.38
"1994/11/09",10.09,71.03,18.13,69.06
"1994/11/10",10.09,71.02,18.13,69.19
"1994/11/11",10.08,70.95,18.16,69.22
"1994/11/14",10.05,70.74,18.11,68.87
"1994/11/16",10.02,70.54,18.04,68.9
"1994/11/17",10.04,70.65,18.08,68.84
"1994/11/18",10.03,70.57,18.04,68.87
"1994/11/21",10.01,70.42,18.02,68.68
"1994/11/22",10.03,70.59,18.04,68.66
"1994/11/23",10.04,70.71,18.04,68.37
"1994/11/24",10.02,70.51,18.01,68.29
"1994/11/25",10.02,70.54,18.01,68.03
"1994/11/28",10,70.41,17.98,67.98
"1994/11/29",10.1,71.09,18.15,68.91
"1994/11/30",10.08,70.96,18.12,68.91
"1994/12/01",10.08,70.96,18.14,69.07
"1994/12/02",10.06,70.87,18.12,69.03
"1994/12/05",10.07,70.87,18.12,69.02
"1994/12/06",10.08,71,18.13,68.76
"1994/12/07",10.08,71.01,18.14,68.73
"1994/12/09",10.05,70.76,18.07,68.56
"1994/12/12",10.06,70.82,18.09,68.26
"1994/12/13",10.08,70.94,18.09,68.1
"1994/12/14",10.08,70.99,18.1,68.14
"1994/12/15",10.08,70.99,18.11,68.25
"1994/12/16",10.08,70.96,18.11,68.29
"1994/12/19",10.08,70.95,18.08,67.78
"1994/12/20",10.09,70.98,18.07,67.62
"1994/12/21",10.09,70.97,18.09,67.73
"1994/12/22",10.08,70.98,18.09,68.09
"1994/12/23",10.1,71.04,18.12,68.21
"1994/12/27",10.09,71,18.11,68.18
"1994/12/28",10.1,71.04,18.11,68.07
"1994/12/29",10.14,71.37,18.17,68.02
"1994/12/30",10.16,71.47,18.2,68.17
"1995/01/02",10.15,71.42,18.17,68.13
"1995/01/03",10.26,72.2,18.39,69.31
"1995/01/04",10.26,72.2,18.39,69.22
"1995/01/05",10.26,72.21,18.39,69.22
"1995/01/06",10.28,72.36,18.41,69.17
"1995/01/09",10.27,72.24,18.37,69.12
"1995/01/10",10.34,72.76,18.47,68.86
"1995/01/11",10.35,72.8,18.47,68.74
"1995/01/12",10.35,72.81,18.47,68.91
"1995/01/13",10.37,72.97,18.5,68.66
"1995/01/16",10.34,72.77,18.48,69.59
"1995/01/17",10.35,72.86,18.49,69.66
"1995/01/18",10.38,73.01,18.52,69.01
"1995/01/19",10.35,72.81,18.49,69.14
"1995/01/20",10.41,73.22,18.56,69.37
"1995/01/23",10.4,73.19,18.56,69.89
"1995/01/24",10.41,73.24,18.57,69.78
"1995/01/25",10.42,73.31,18.58,69.9
"1995/01/26",10.39,73.1,18.54,69.23
"1995/01/27",10.41,73.25,18.55,69.17
"1995/01/30",10.41,73.25,18.55,69.3
"1995/01/31",10.42,73.3,18.57,69.18
"1995/02/01",10.39,73.07,18.52,69.12
"1995/02/02",10.4,73.2,18.56,69.25
"1995/02/03",10.41,73.24,18.56,69.19
"1995/02/06",10.39,73.12,18.55,69.36
"1995/02/07",10.37,72.97,18.55,69.39
"1995/02/08",10.38,73.02,18.55,69.18
"1995/02/09",10.38,73.06,18.56,69.16
"1995/02/10",10.39,73.09,18.56,69.06
"1995/02/13",10.41,73.27,18.6,68.94
"1995/02/14",10.61,74.66,18.98,70.43
"1995/02/15",10.64,74.88,19.02,70.47
"1995/02/16",10.66,75.04,19.03,70.19
"1995/02/17",10.72,75.43,19.1,69.75
"1995/02/20",10.74,75.62,19.13,69.78
"1995/02/21",10.75,75.69,19.16,69.3
"1995/02/22",10.76,75.76,19.15,68.76
"1995/02/23",10.76,75.72,19.16,68.99
"1995/02/24",10.79,75.93,19.19,68.57
"1995/02/27",10.85,76.42,19.23,67.1
"1995/02/28",10.85,76.35,19.22,66.57
"1995/03/01",10.85,76.36,19.18,67.77
"1995/03/02",10.83,76.26,19.17,67.07
"1995/03/03",10.88,76.56,19.24,66.35
"1995/03/06",11.03,77.6,19.32,65.49
"1995/03/07",11.08,77.97,19.28,66.32
"1995/03/08",11.21,78.91,19.47,66.22
"1995/03/09",11.11,78.19,19.45,66.08
"1995/03/10",11.06,77.82,19.41,65.73
"1995/03/13",12.14,85.45,21.16,70.75
"1995/03/14",12.08,85.07,21.15,71.16
"1995/03/16",12.17,85.64,21.25,70.8
"1995/03/17",12.24,86.12,21.36,69.95
"1995/03/20",12.21,85.94,21.38,69.25
"1995/03/21",12.21,85.94,21.45,69.45
"1995/03/22",12.15,85.56,21.43,71.08
"1995/03/23",12.23,86.11,21.5,69.93
"1995/03/24",12.19,85.81,21.54,69.65
"1995/03/27",12.16,85.6,21.55,70.67
"1995/03/28",12.23,86.05,21.63,70.8
"1995/03/29",12.32,86.7,21.66,70.06
"1995/03/30",12.35,86.89,21.73,69.63
"1995/03/31",12.32,86.68,21.87,70.24
"1995/04/03",12.32,86.68,21.9,69.13
"1995/04/04",12.36,86.97,21.95,69.53
"1995/04/05",12.35,86.91,21.97,69.51
"1995/04/06",12.35,86.93,22.03,69.7
"1995/04/07",12.28,86.35,21.98,69.57
"1995/04/10",12.23,86.06,21.87,70.2
"1995/04/11",12.24,86.14,21.89,70.17
"1995/04/12",12.26,86.27,21.94,69.79
"1995/04/13",12.29,86.45,22.03,70.69
"1995/04/14",12.31,86.63,22.11,70.42
"1995/04/18",12.43,87.44,22.2,70.26
"1995/04/19",12.49,87.89,22.3,70.03
"1995/04/20",12.47,87.74,22.24,69.79
"1995/04/21",12.41,87.37,22.25,69.88
"1995/04/24",12.5,87.92,22.32,70.09
"1995/04/25",12.48,87.87,22.3,70.85
"1995/04/26",12.44,87.55,22.29,70.33
"1995/04/27",12.5,87.95,22.4,71.21
"1995/04/28",12.48,87.82,22.29,71.84
"1995/05/02",12.5,87.93,22.35,72.41
"1995/05/03",12.53,88.19,22.41,72.61
"1995/05/04",12.55,88.29,22.45,72.95
"1995/05/05",12.56,88.32,22.5,74.05
"1995/05/08",12.6,88.62,22.58,74.71
"1995/05/09",12.58,88.46,22.57,74.58
"1995/05/10",12.54,88.17,22.52,74.99
"1995/05/11",12.43,87.45,22.34,74.99
"1995/05/12",12.35,86.83,22.26,75.08
"1995/05/15",12.34,86.79,22.26,75.99
"1995/05/16",12.32,86.66,22.22,76.34
"1995/05/17",12.41,87.24,22.28,76.07
"1995/05/18",12.4,87.19,22.3,75.9
"1995/05/19",12.43,87.39,22.34,75.94
"1995/05/22",12.41,87.23,22.31,75.42
"1995/05/23",12.47,87.7,22.44,74.3
"1995/05/24",12.5,87.89,22.48,74.56
"1995/05/25",12.52,88,22.48,75.83
"1995/05/26",12.68,89.12,22.79,75.36
"1995/05/29",12.64,88.9,22.76,74.95
"1995/05/30",12.65,88.95,22.75,75.54
"1995/05/31",12.65,88.97,22.77,76.36
"1995/06/01",12.51,87.94,22.55,76.38
"1995/06/02",12.62,88.69,22.72,76.22
"1995/06/06",12.58,88.43,22.7,77.1
"1995/06/07",12.61,88.69,22.74,76.54
"1995/06/08",12.61,88.71,22.75,76.36
"1995/06/09",12.68,89.14,22.83,76.33
"1995/06/12",12.69,89.26,22.84,75.34
"1995/06/13",12.73,89.5,22.9,75.21
"1995/06/14",12.68,89.14,22.88,76.2
"1995/06/15",12.69,89.26,22.92,76.49
"1995/06/16",12.73,89.49,22.92,76.28
"1995/06/19",12.77,89.81,23,75.98
"1995/06/20",12.79,89.92,23,76.5
"1995/06/21",12.8,90,23.03,76.52
"1995/06/22",12.85,90.32,23.12,76.75
"1995/06/23",12.81,90.1,23.08,77.1
"1995/06/26",12.86,90.44,23.16,77.37
"1995/06/27",12.9,90.73,23.21,77.02
"1995/06/28",12.89,90.64,23.2,77.05
"1995/06/29",12.87,90.5,23.19,77.12
"1995/06/30",12.92,90.87,23.28,76.74
"1995/07/03",12.93,90.91,23.29,77.07
"1995/07/04",12.93,90.97,23.29,77.48
"1995/07/05",12.92,90.86,23.26,77.6
"1995/07/06",12.94,91.01,23.31,77.65
"1995/07/07",12.92,90.85,23.29,78.02
"1995/07/10",12.88,90.6,23.28,78.33
"1995/07/11",12.86,90.41,23.23,78.35
"1995/07/12",12.85,90.4,23.22,78.43
"1995/07/13",12.87,90.48,23.24,78.7
"1995/07/14",12.93,90.92,23.33,78.53
"1995/07/17",12.9,90.74,23.29,78.55
"1995/07/18",12.93,90.91,23.33,78.46
"1995/07/19",12.96,91.12,23.42,77.93
"1995/07/20",13,91.43,23.49,78.16
"1995/07/21",12.97,91.24,23.44,78.94
"1995/07/24",12.99,91.37,23.47,79.25
"1995/07/25",12.98,91.27,23.44,79.15
"1995/07/26",12.94,91.04,23.39,79.23
"1995/07/27",12.97,91.27,23.44,79.41
"1995/07/28",12.98,91.31,23.48,79.62
"1995/07/31",12.99,91.38,23.5,79.41
"1995/08/01",13,91.38,23.52,79.5
"1995/08/02",12.98,91.3,23.53,80.11
"1995/08/03",12.99,91.34,23.55,80.59
"1995/08/04",12.98,91.27,23.53,80.78
"1995/08/07",12.96,91.17,23.53,81.34
"1995/08/08",12.94,91,23.47,80.77
"1995/08/09",12.95,91.07,23.47,80.76
"1995/08/10",12.95,91.08,23.5,81.17
"1995/08/11",12.87,90.47,23.36,81.45
"1995/08/14",12.84,90.32,23.31,81.06
"1995/08/15",12.83,90.25,23.26,80.56
"1995/08/16",12.71,89.39,23.08,81.44
"1995/08/17",12.71,89.37,23.09,81.46
"1995/08/18",12.75,89.64,23.15,81.67
"1995/08/21",12.79,89.91,23.21,81.59
"1995/08/22",12.75,89.62,23.13,81.91
"1995/08/23",12.75,89.66,23.15,82.29
"1995/08/24",12.76,89.75,23.19,82.29
"1995/08/25",12.8,90.02,23.21,82.28
"1995/08/28",12.84,90.3,23.28,81.76
"1995/08/29",12.86,90.43,23.3,81.22
"1995/08/30",12.82,90.17,23.24,81.69
"1995/08/31",12.87,90.5,23.32,81.91
"1995/09/01",12.9,90.69,23.36,81.48
"1995/09/04",12.93,90.9,23.39,81.69
"1995/09/05",12.92,90.84,23.41,81.86
"1995/09/06",12.89,90.61,23.37,82.03
"1995/09/07",12.9,90.7,23.41,82.69
"1995/09/08",12.85,90.42,23.37,82.98
"1995/09/11",12.92,90.9,23.5,82.87
"1995/09/12",12.92,90.92,23.5,82.99
"1995/09/13",12.89,90.69,23.44,83.18
"1995/09/14",12.89,90.64,23.39,83.91
"1995/09/15",12.88,90.6,23.41,83.73
"1995/09/18",12.9,90.71,23.45,83.82
"1995/09/19",12.91,90.78,23.42,83.51
"1995/09/20",12.93,90.9,23.48,83.67
"1995/09/21",13.09,92.04,23.72,82.93
"1995/09/22",13.2,92.86,23.88,82.3
"1995/09/25",13.25,93.22,23.95,82.44
"1995/09/26",13.15,92.47,23.84,82.85
"1995/09/27",13.19,92.81,23.91,82.58
"1995/09/28",13.27,93.37,24,81.99
"1995/09/29",13.28,93.44,24.02,82.26
"1995/10/02",13.22,93.03,24,82.65
"1995/10/03",13.25,93.25,24.04,82.29
"1995/10/04",13.23,93.11,24,82.8
"1995/10/05",13.28,93.43,24.08,83.11
"1995/10/06",13.39,94.24,24.23,83.09
"1995/10/09",13.43,94.46,24.3,83.12
"1995/10/10",13.4,94.26,24.27,83.2
"1995/10/11",13.43,94.52,24.33,83.39
"1995/10/12",13.4,94.32,24.31,83.61
"1995/10/13",13.38,94.18,24.27,83.63
"1995/10/16",13.39,94.25,24.32,83.62
"1995/10/17",13.43,94.47,24.36,83.86
"1995/10/18",13.48,94.87,24.42,83.81
"1995/10/19",13.45,94.59,24.37,83.82
"1995/10/20",13.5,95.05,24.45,83.61
"1995/10/24",13.62,95.86,24.64,82.29
"1995/10/25",13.6,95.7,24.64,82.64
"1995/10/26",13.65,96.06,24.71,83.4
"1995/10/27",13.62,95.85,24.65,83.79
"1995/10/30",13.54,95.28,24.56,84.11
"1995/10/31",13.55,95.35,24.58,84.25
"1995/11/01",13.56,95.41,24.59,84.35
"1995/11/02",13.53,95.23,24.55,84.68
"1995/11/03",13.53,95.19,24.58,84.81
"1995/11/06",13.62,95.81,24.68,84.76
"1995/11/07",13.6,95.69,24.69,84.76
"1995/11/08",13.57,95.47,24.63,84.97
"1995/11/09",13.56,95.41,24.61,85.15
"1995/11/10",13.65,96.02,24.75,84.88
"1995/11/13",13.66,96.13,24.79,84.92
"1995/11/14",13.61,95.77,24.71,85.13
"1995/11/15",13.68,96.24,24.81,84.9
"1995/11/16",13.69,96.34,24.84,85.24
"1995/11/17",13.71,96.48,24.86,85.14
"1995/11/20",13.66,96.1,24.8,85.21
"1995/11/21",13.7,96.38,24.87,85.31
"1995/11/22",13.69,96.31,24.86,85.22
"1995/11/23",13.69,96.3,24.86,85.4
"1995/11/24",13.66,96.08,24.79,85.35
"1995/11/27",13.62,95.85,24.74,85.52
"1995/11/28",13.54,95.23,24.61,85.7
"1995/11/29",13.57,95.48,24.66,85.88
"1995/11/30",13.63,95.91,24.75,86.1
"1995/12/01",13.56,95.44,24.64,86.16
"1995/12/04",13.64,95.98,24.77,86.15
"1995/12/05",13.65,96.05,24.79,86.28
"1995/12/06",13.65,96.03,24.8,86.34
"1995/12/07",13.65,96.04,24.78,86.91
"1995/12/08",13.62,95.83,24.79,87.12
"1995/12/11",13.67,96.18,24.85,87.19
"1995/12/12",13.69,96.3,24.86,87.15
"1995/12/13",13.7,96.35,24.87,87.27
"1995/12/14",13.71,96.5,24.91,87.62
"1995/12/15",13.73,96.59,24.92,87.21
"1995/12/18",13.74,96.63,24.94,87.01
"1995/12/19",13.76,96.81,24.97,87.02
"1995/12/20",13.75,96.73,24.96,87.44
"1995/12/21",13.77,96.91,25,87.64
"1995/12/22",13.77,96.92,25.01,87.89
"1995/12/27",13.82,97.29,25.12,87.81
"1995/12/28",13.85,97.42,25.16,88.09
"1995/12/29",13.84,97.38,25.15,88.02
"1996/01/02",13.84,97.4,25.15,88.69
"1996/01/03",13.82,97.22,25.11,89.02
"1996/01/04",13.79,96.96,25.06,88.95
"1996/01/05",13.76,96.81,25.03,88.57
"1996/01/08",13.77,96.85,25.04,88.27
"1996/01/09",13.74,96.62,24.99,88.61
"1996/01/10",13.74,96.65,25,88.53
"1996/01/11",13.79,97.02,25.09,88.75
"1996/01/12",13.8,97.08,25.11,88.88
"1996/01/15",13.82,97.2,25.13,89.33
"1996/01/16",13.78,96.93,25.07,89.37
"1996/01/17",13.78,96.92,25.08,89.53
"1996/01/18",13.77,96.83,25.03,90.16
"1996/01/19",13.78,96.91,25.04,90.29
