obs,ATS,DEM,DKK,ITL1000
"1990/01/01",5.24,36.87,9.47,49.21
"1990/01/02",5.24,36.87,9.47,49.21
"1990/01/03",5.26,36.99,9.51,49.31
"1990/01/04",5.21,36.67,9.43,48.94
"1990/01/05",5.18,36.51,9.43,48.96
"1990/01/06",5.25,36.96,9.48,49.17
"1990/01/07",5.25,36.96,9.48,49.17
"1990/01/08",5.25,36.96,9.48,49.17
"1990/01/09",5.24,36.91,9.5,49.4
"1990/01/10",5.27,37.07,9.54,49.45
"1990/01/11",5.27,37.07,9.55,49.54
"1990/01/12",5.24,36.87,9.51,49.4
"1990/01/13",5.25,36.9,9.52,49.49
"1990/01/14",5.25,36.9,9.52,49.49
"1990/01/15",5.25,36.9,9.52,49.49
"1990/01/16",5.24,36.87,9.52,49.49
"1990/01/17",5.21,36.65,9.46,49.23
"1990/01/18",5.22,36.74,9.49,49.3
"1990/01/19",5.21,36.74,9.49,49.29
"1990/01/20",5.19,36.56,9.45,49.13
"1990/01/21",5.19,36.56,9.45,49.13
"1990/01/22",5.19,36.56,9.45,49.13
"1990/01/23",5.19,36.54,9.45,49.11
"1990/01/24",5.21,36.66,9.47,49.3
"1990/01/25",5.23,36.83,9.51,49.47
"1990/01/26",5.23,36.82,9.51,49.49
"1990/01/27",5.23,36.83,9.52,49.5
"1990/01/28",5.23,36.83,9.52,49.5
"1990/01/29",5.23,36.83,9.52,49.5
"1990/01/30",5.25,36.98,9.55,49.67
"1990/01/31",5.3,37.31,9.65,50.16
"1990/02/01",5.3,37.25,9.63,50.12
"1990/02/02",5.3,37.3,9.64,50.19
"1990/02/03",5.29,37.25,9.63,50.15
"1990/02/04",5.29,37.25,9.63,50.15
"1990/02/05",5.29,37.25,9.63,50.15
"1990/02/06",5.4,38,9.84,51.18
"1990/02/07",5.42,38.19,9.9,51.43
"1990/02/08",5.42,38.2,9.88,51.3
"1990/02/09",5.42,38.18,9.89,51.27
"1990/02/10",5.42,38.16,9.87,51.29
"1990/02/11",5.42,38.16,9.87,51.29
"1990/02/12",5.42,38.16,9.87,51.29
"1990/02/13",5.42,38.13,9.87,51.24
"1990/02/14",5.39,37.96,9.83,51.09
"1990/02/15",5.41,38.06,9.86,51.21
"1990/02/16",5.4,38.04,9.85,51.17
"1990/02/17",5.38,37.88,9.82,51.05
"1990/02/18",5.38,37.88,9.82,51.05
"1990/02/19",5.38,37.88,9.82,51.05
"1990/02/20",5.51,38.81,10.06,52.31
"1990/02/21",5.52,38.84,10.08,52.34
"1990/02/22",5.52,38.87,10.09,52.44
"1990/02/23",5.51,38.8,10.08,52.44
"1990/02/24",5.5,38.73,10.07,52.42
"1990/02/25",5.5,38.73,10.07,52.42
"1990/02/26",5.5,38.73,10.07,52.42
"1990/02/27",5.49,38.66,10.05,52.27
"1990/02/28",5.48,38.63,10.04,52.19
"1990/03/01",5.48,38.58,10.04,52.19
"1990/03/02",5.46,38.44,10.01,52.09
"1990/03/03",5.44,38.33,9.99,51.97
"1990/03/04",5.44,38.33,9.99,51.97
"1990/03/05",5.44,38.33,9.99,51.97
"1990/03/06",5.46,38.48,10.03,52.03
"1990/03/07",5.48,38.58,10.05,52.25
"1990/03/08",5.47,38.53,10.04,52.23
"1990/03/09",5.47,38.55,10.06,52.24
"1990/03/10",5.48,38.57,10.06,52.21
"1990/03/11",5.48,38.57,10.06,52.21
"1990/03/12",5.48,38.57,10.06,52.21
"1990/03/13",5.47,38.5,10.05,52.14
"1990/03/14",5.46,38.45,10.03,52.11
"1990/03/15",5.46,38.45,10.04,52.11
"1990/03/16",5.46,38.45,10.04,52.11
"1990/03/17",5.46,38.45,10.04,52.11
"1990/03/18",5.46,38.45,10.04,52.11
"1990/03/19",5.46,38.45,10.04,52.11
"1990/03/20",5.5,38.73,10.1,52.43
"1990/03/21",5.51,38.74,10.1,52.4
"1990/03/22",5.48,38.56,10.07,52.23
"1990/03/23",5.47,38.45,10.06,52.22
"1990/03/24",5.47,38.52,10.08,52.3
"1990/03/25",5.47,38.52,10.08,52.3
"1990/03/26",5.47,38.52,10.08,52.3
"1990/03/27",5.46,38.42,10.07,52.21
"1990/03/28",5.46,38.43,10.09,52.26
"1990/03/29",5.45,38.38,10.08,52.27
"1990/03/30",5.47,38.5,10.07,52.25
"1990/03/31",5.49,38.61,10.1,52.36
"1990/04/01",5.49,38.61,10.1,52.36
"1990/04/02",5.49,38.61,10.1,52.36
"1990/04/03",5.48,38.52,10.09,52.36
"1990/04/04",5.48,38.54,10.09,52.44
"1990/04/05",5.48,38.56,10.09,52.49
"1990/04/06",5.48,38.53,10.07,52.33
"1990/04/07",5.48,38.6,10.09,52.45
"1990/04/08",5.48,38.6,10.09,52.45
"1990/04/09",5.48,38.6,10.09,52.45
"1990/04/10",5.49,38.64,10.1,52.57
"1990/04/11",5.49,38.62,10.11,52.6
"1990/04/12",5.52,38.78,10.15,52.74
"1990/04/13",5.52,38.82,10.14,52.75
"1990/04/14",5.52,38.84,10.13,52.84
"1990/04/15",5.52,38.84,10.13,52.84
"1990/04/16",5.52,38.84,10.13,52.84
"1990/04/17",5.52,38.84,10.13,52.84
"1990/04/18",5.51,38.75,10.17,52.75
"1990/04/19",5.51,38.76,10.18,52.76
"1990/04/20",5.52,38.85,10.19,52.81
"1990/04/21",5.5,38.75,10.17,52.74
"1990/04/22",5.5,38.75,10.17,52.74
"1990/04/23",5.5,38.75,10.17,52.74
"1990/04/24",5.49,38.59,10.15,52.56
"1990/04/25",5.48,38.57,10.13,52.56
"1990/04/26",5.48,38.56,10.13,52.58
"1990/04/27",5.5,38.74,10.18,52.81
"1990/04/28",5.5,38.71,10.17,52.79
"1990/04/29",5.5,38.71,10.17,52.79
"1990/04/30",5.5,38.71,10.17,52.79
"1990/05/01",5.5,38.71,10.17,52.79
"1990/05/02",5.5,38.71,10.17,52.79
"1990/05/03",5.49,38.64,10.16,52.71
"1990/05/04",5.5,38.67,10.18,52.76
"1990/05/05",5.5,38.72,10.2,52.83
"1990/05/06",5.5,38.72,10.2,52.83
"1990/05/07",5.5,38.72,10.2,52.83
"1990/05/08",5.53,38.9,10.23,53.05
"1990/05/09",5.54,38.97,10.25,53.07
"1990/05/10",5.55,39.08,10.26,53.19
"1990/05/11",5.56,39.1,10.24,53.19
"1990/05/12",5.57,39.18,10.23,53.07
"1990/05/13",5.57,39.18,10.23,53.07
"1990/05/14",5.57,39.18,10.23,53.07
"1990/05/15",5.55,39.05,10.24,53.11
"1990/05/16",5.55,39.03,10.24,53.13
"1990/05/17",5.54,38.97,10.2,52.98
"1990/05/18",5.56,39.13,10.24,53.17
"1990/05/19",5.54,38.97,10.21,53.07
"1990/05/20",5.54,38.97,10.21,53.07
"1990/05/21",5.54,38.97,10.21,53.07
"1990/05/22",5.52,38.89,10.19,52.86
"1990/05/23",5.51,38.79,10.19,52.78
"1990/05/24",5.51,38.79,10.19,52.88
"1990/05/25",5.51,38.7,10.17,52.71
"1990/05/26",5.49,38.64,10.15,52.65
"1990/05/27",5.49,38.64,10.15,52.65
"1990/05/28",5.49,38.64,10.15,52.65
"1990/05/29",5.49,38.62,10.14,52.58
"1990/05/30",5.51,38.74,10.17,52.67
"1990/05/31",5.5,38.71,10.16,52.63
"1990/06/01",5.48,38.51,10.1,52.35
"1990/06/02",5.47,38.49,10.09,52.25
"1990/06/03",5.47,38.49,10.09,52.25
"1990/06/04",5.47,38.49,10.09,52.25
"1990/06/05",5.48,38.39,10.08,52.21
"1990/06/06",5.48,38.47,10.14,52.33
"1990/06/07",5.48,38.57,10.11,52.43
"1990/06/08",5.47,38.5,10.11,52.34
"1990/06/09",5.47,38.48,10.1,52.35
"1990/06/10",5.47,38.48,10.1,52.35
"1990/06/11",5.47,38.48,10.1,52.35
"1990/06/12",5.47,38.45,10.1,52.36
"1990/06/13",5.47,38.51,10.12,52.44
"1990/06/14",5.46,38.46,10.1,52.38
"1990/06/15",5.49,38.54,10.14,52.52
"1990/06/16",5.47,38.45,10.1,52.37
"1990/06/17",5.47,38.45,10.1,52.37
"1990/06/18",5.47,38.45,10.1,52.37
"1990/06/19",5.48,38.54,10.14,52.49
"1990/06/20",5.5,38.66,10.16,52.67
"1990/06/21",5.49,38.63,10.16,52.67
"1990/06/22",5.48,38.58,10.15,52.62
"1990/06/23",5.48,38.6,10.15,52.66
"1990/06/24",5.48,38.6,10.15,52.66
"1990/06/25",5.48,38.6,10.15,52.66
"1990/06/26",5.49,38.62,10.15,52.68
"1990/06/27",5.48,38.57,10.15,52.68
"1990/06/28",5.51,38.76,10.19,52.93
"1990/06/29",5.51,38.78,10.18,52.8
"1990/06/30",5.5,38.67,10.17,52.71
"1990/07/01",5.5,38.67,10.17,52.71
"1990/07/02",5.5,38.67,10.17,52.71
"1990/07/03",5.52,38.85,10.21,52.95
"1990/07/04",5.52,38.82,10.21,52.87
"1990/07/05",5.53,38.92,10.22,53.04
"1990/07/06",5.53,38.88,10.22,53.01
"1990/07/07",5.52,38.85,10.21,52.98
"1990/07/08",5.52,38.85,10.21,52.98
"1990/07/09",5.52,38.85,10.21,52.98
"1990/07/10",5.53,38.88,10.21,53.02
"1990/07/11",5.54,38.94,10.23,53.16
"1990/07/12",5.54,38.94,10.23,53.12
"1990/07/13",5.51,38.78,10.19,52.93
"1990/07/14",5.53,38.93,10.23,53.13
"1990/07/15",5.53,38.93,10.23,53.13
"1990/07/16",5.53,38.93,10.23,53.13
"1990/07/17",5.52,38.82,10.21,53.03
"1990/07/18",5.52,38.88,10.22,53.07
"1990/07/19",5.54,38.94,10.24,53.16
"1990/07/20",5.53,38.93,10.24,53.17
"1990/07/21",5.54,38.99,10.24,53.24
"1990/07/22",5.54,38.99,10.24,53.24
"1990/07/23",5.54,38.99,10.24,53.24
"1990/07/24",5.55,39.02,10.25,53.3
"1990/07/25",5.56,39.16,10.29,53.46
"1990/07/26",5.56,39.16,10.29,53.49
"1990/07/27",5.56,39.15,10.29,53.49
"1990/07/28",5.57,39.16,10.29,53.48
"1990/07/29",5.57,39.16,10.29,53.48
"1990/07/30",5.57,39.16,10.29,53.48
"1990/07/31",5.58,39.23,10.29,53.59
"1990/08/01",5.59,39.33,10.31,53.74
"1990/08/02",5.62,39.57,10.36,54
"1990/08/03",5.6,39.3,10.3,53.67
"1990/08/04",5.61,39.5,10.35,53.95
"1990/08/05",5.61,39.5,10.35,53.95
"1990/08/06",5.61,39.5,10.35,53.95
"1990/08/07",5.63,39.65,10.39,54.22
"1990/08/08",5.63,39.66,10.39,54.18
"1990/08/09",5.62,39.5,10.35,53.94
"1990/08/10",5.61,39.48,10.36,53.94
"1990/08/11",5.6,39.4,10.35,53.82
"1990/08/12",5.6,39.4,10.35,53.82
"1990/08/13",5.6,39.4,10.35,53.82
"1990/08/14",5.64,39.65,10.39,54.05
"1990/08/15",5.63,39.62,10.38,53.97
"1990/08/16",5.66,39.8,10.42,54.19
"1990/08/17",5.65,39.76,10.4,54.1
"1990/08/18",5.67,39.9,10.42,54.13
"1990/08/19",5.67,39.9,10.42,54.13
"1990/08/20",5.67,39.9,10.42,54.13
"1990/08/21",5.67,39.9,10.42,54.13
"1990/08/22",5.64,39.7,10.35,53.69
"1990/08/23",5.66,39.81,10.36,53.51
"1990/08/24",5.67,39.94,10.38,53.47
"1990/08/25",5.66,39.83,10.4,53.65
"1990/08/26",5.66,39.83,10.4,53.65
"1990/08/27",5.66,39.83,10.4,53.65
"1990/08/28",5.68,39.96,10.42,53.83
"1990/08/29",5.67,39.9,10.44,53.93
"1990/08/30",5.66,39.81,10.42,53.92
"1990/08/31",5.65,39.72,10.37,53.51
"1990/09/01",5.65,39.76,10.38,53.58
"1990/09/02",5.65,39.76,10.38,53.58
"1990/09/03",5.65,39.76,10.38,53.58
"1990/09/04",5.62,39.55,10.33,53.21
"1990/09/05",5.64,39.65,10.35,53.2
"1990/09/06",5.65,39.73,10.38,53.34
"1990/09/07",5.67,39.91,10.43,53.47
"1990/09/08",5.66,39.81,10.42,53.41
"1990/09/09",5.66,39.81,10.42,53.41
"1990/09/10",5.66,39.81,10.42,53.41
"1990/09/11",5.64,39.66,10.39,53.17
"1990/09/12",5.62,39.51,10.34,52.95
"1990/09/13",5.62,39.53,10.36,53.01
"1990/09/14",5.62,39.5,10.35,53
"1990/09/15",5.65,39.71,10.41,53.23
"1990/09/16",5.65,39.71,10.41,53.23
"1990/09/17",5.65,39.71,10.41,53.23
"1990/09/18",5.67,39.88,10.45,53.33
"1990/09/19",5.67,39.88,10.46,53.24
"1990/09/20",5.67,39.93,10.47,53.32
"1990/09/21",5.64,39.72,10.43,53.31
"1990/09/22",5.64,39.67,10.42,53.28
"1990/09/23",5.64,39.67,10.42,53.28
"1990/09/24",5.64,39.67,10.42,53.28
"1990/09/25",5.65,39.75,10.42,53.31
"1990/09/26",5.66,39.84,10.44,53.3
"1990/09/27",5.65,39.73,10.41,53.08
"1990/09/28",5.66,39.77,10.41,53.16
"1990/09/29",5.66,39.8,10.42,53.17
"1990/09/30",5.66,39.8,10.42,53.17
"1990/10/01",5.66,39.8,10.42,53.17
"1990/10/02",5.68,39.94,10.45,53.31
"1990/10/03",5.67,39.88,10.43,53.29
"1990/10/04",5.68,39.96,10.45,53.33
"1990/10/05",5.69,40.08,10.49,53.46
"1990/10/06",5.7,40.11,10.52,53.59
"1990/10/07",5.7,40.11,10.52,53.59
"1990/10/08",5.7,40.11,10.52,53.59
"1990/10/09",5.7,40.08,10.51,53.5
"1990/10/10",5.71,40.2,10.54,53.63
"1990/10/11",5.72,40.23,10.55,53.67
"1990/10/12",5.71,40.15,10.53,53.62
"1990/10/13",5.73,40.31,10.57,53.8
"1990/10/14",5.73,40.31,10.57,53.8
"1990/10/15",5.73,40.31,10.57,53.8
"1990/10/16",5.73,40.27,10.55,53.72
"1990/10/17",5.72,40.26,10.55,53.73
"1990/10/18",5.75,40.47,10.61,54.04
"1990/10/19",5.75,40.46,10.61,54.04
"1990/10/20",5.76,40.52,10.62,54.06
"1990/10/21",5.76,40.52,10.62,54.06
"1990/10/22",5.76,40.52,10.62,54.06
"1990/10/23",5.76,40.52,10.62,54.06
"1990/10/24",5.77,40.52,10.62,54.06
"1990/10/25",5.73,40.32,10.57,53.88
"1990/10/26",5.75,40.46,10.61,54.08
"1990/10/27",5.77,40.32,10.57,53.88
"1990/10/28",5.77,40.32,10.57,53.88
"1990/10/29",5.77,40.32,10.57,53.88
"1990/10/30",5.75,40.44,10.6,53.98
"1990/10/31",5.73,40.33,10.57,53.81
"1990/11/01",5.74,40.34,10.56,53.85
"1990/11/02",5.75,40.28,10.54,53.78
"1990/11/03",5.76,40.53,10.59,54
"1990/11/04",5.76,40.53,10.59,54
"1990/11/05",5.76,40.53,10.59,54
"1990/11/06",5.78,40.66,10.62,54.09
"1990/11/07",5.79,40.69,10.65,54.19
"1990/11/08",5.79,40.74,10.65,54.24
"1990/11/09",5.78,40.64,10.63,54.11
"1990/11/10",5.78,40.68,10.63,54.09
"1990/11/11",5.78,40.68,10.63,54.09
"1990/11/12",5.78,40.68,10.63,54.09
"1990/11/13",5.8,40.82,10.66,54.24
"1990/11/14",5.81,40.87,10.67,54.34
"1990/11/15",5.81,40.89,10.65,54.32
"1990/11/16",5.81,40.9,10.65,54.26
"1990/11/17",5.81,40.88,10.64,54.19
"1990/11/18",5.81,40.88,10.64,54.19
"1990/11/19",5.81,40.88,10.64,54.19
"1990/11/20",5.83,41.01,10.68,54.36
"1990/11/21",5.81,40.88,10.66,54.32
"1990/11/22",5.82,40.93,10.66,54.39
"1990/11/23",5.81,40.84,10.63,54.43
"1990/11/24",5.8,40.79,10.63,54.31
"1990/11/25",5.8,40.79,10.63,54.31
"1990/11/26",5.8,40.79,10.63,54.31
"1990/11/27",5.79,40.72,10.62,54.34
"1990/11/28",5.79,40.73,10.62,54.3
"1990/11/29",5.81,40.89,10.66,54.48
"1990/11/30",5.8,40.79,10.63,54.27
"1990/12/01",5.76,40.57,10.56,54.02
"1990/12/02",5.76,40.57,10.56,54.02
"1990/12/03",5.76,40.57,10.56,54.02
"1990/12/04",5.77,40.59,10.58,54.01
"1990/12/05",5.72,40.58,10.57,53.94
"1990/12/06",5.79,40.69,10.59,54.12
"1990/12/07",5.78,40.68,10.57,53.99
"1990/12/08",5.81,40.85,10.62,54.22
"1990/12/09",5.81,40.85,10.62,54.22
"1990/12/10",5.81,40.85,10.62,54.22
"1990/12/11",5.83,41.03,10.67,54.38
"1990/12/12",5.83,41.02,10.65,54.37
"1990/12/13",5.82,40.95,10.64,54.4
"1990/12/14",5.83,40.99,10.64,54.35
"1990/12/15",5.82,40.93,10.63,54.28
"1990/12/16",5.82,40.93,10.63,54.28
"1990/12/17",5.82,40.93,10.63,54.28
"1990/12/18",5.81,40.85,10.6,54.12
"1990/12/19",5.8,40.83,10.57,54.03
"1990/12/20",5.82,40.98,10.58,54.1
"1990/12/21",5.81,40.86,10.62,54.06
"1990/12/22",5.77,40.5,10.49,53.82
"1990/12/23",5.77,40.5,10.49,53.82
"1990/12/24",5.77,40.5,10.49,53.82
"1990/12/25",5.77,40.5,10.49,53.82
"1990/12/26",5.77,40.5,10.49,53.82
"1990/12/27",5.77,40.5,10.49,53.82
"1990/12/28",5.74,40.34,10.48,53.55
"1990/12/29",5.75,40.47,10.48,53.63
"1990/12/30",5.75,40.47,10.48,53.63
"1990/12/31",5.75,40.47,10.48,53.63
"1991/01/01",5.75,40.47,10.48,53.63
"1991/01/02",5.75,40.47,10.48,53.63
"1991/01/03",5.79,40.76,10.57,54.12
"1991/01/04",5.79,40.76,10.58,54.12
"1991/01/05",6.65,46.82,12.17,62.24
"1991/01/06",6.65,46.82,12.17,62.24
"1991/01/07",6.65,46.82,12.17,62.24
"1991/01/08",6.59,46.33,12.05,61.75
"1991/01/09",6.57,46.19,11.99,61.5
"1991/01/10",6.57,46.17,11.97,61.5
"1991/01/11",6.59,46.35,12.05,61.62
"1991/01/12",6.58,46.35,12.04,61.58
"1991/01/13",6.58,46.35,12.04,61.58
"1991/01/14",6.58,46.35,12.04,61.58
"1991/01/15",6.54,46.01,11.96,61.24
"1991/01/16",6.56,46.15,11.97,61.34
"1991/01/17",6.56,46.13,11.96,61.28
"1991/01/18",6.61,46.41,12.08,61.69
"1991/01/19",6.61,46.5,12.08,61.8
"1991/01/20",6.61,46.5,12.08,61.8
"1991/01/21",6.61,46.5,12.08,61.8
"1991/01/22",6.63,46.69,12.12,62.1
"1991/01/23",6.66,46.88,12.18,62.36
"1991/01/24",6.64,46.74,12.13,62.13
"1991/01/25",6.66,46.92,12.19,62.41
"1991/01/26",6.66,46.91,12.18,62.38
"1991/01/27",6.66,46.91,12.18,62.38
"1991/01/28",6.66,46.91,12.18,62.38
"1991/01/29",6.67,46.91,12.18,62.43
"1991/01/30",6.67,46.94,12.21,62.54
"1991/01/31",6.66,46.8,12.17,62.43
"1991/02/01",6.66,46.9,12.18,62.49
"1991/02/02",6.68,47.03,12.22,62.55
"1991/02/03",6.68,47.03,12.22,62.55
"1991/02/04",6.68,47.03,12.22,62.55
"1991/02/05",6.71,47.22,12.24,62.75
"1991/02/06",6.72,47.26,12.27,62.86
"1991/02/07",6.73,47.35,12.3,63.04
"1991/02/08",6.74,47.4,12.3,63.04
"1991/02/09",6.66,47.35,12.3,63.02
"1991/02/10",6.66,47.35,12.3,63.02
"1991/02/11",6.66,47.35,12.3,63.02
"1991/02/12",6.74,47.41,12.3,62.95
"1991/02/13",6.74,47.39,12.3,62.96
"1991/02/14",6.73,47.36,12.31,62.95
"1991/02/15",6.72,47.27,12.28,62.82
"1991/02/16",6.71,47.22,12.27,62.79
"1991/02/17",6.71,47.22,12.27,62.79
"1991/02/18",6.71,47.22,12.27,62.79
"1991/02/19",6.69,47.06,12.24,62.64
"1991/02/20",6.67,46.91,12.2,62.5
"1991/02/21",6.67,46.92,12.2,62.5
"1991/02/22",6.66,46.87,12.19,62.61
"1991/02/23",6.67,46.9,12.21,62.59
"1991/02/24",6.67,46.9,12.21,62.59
"1991/02/25",6.67,46.9,12.21,62.59
"1991/02/26",6.63,46.62,12.12,62.29
"1991/02/27",6.63,46.58,12.13,62.39
"1991/02/28",6.6,46.46,12.05,62.21
"1991/03/01",6.62,46.55,12.11,62.24
"1991/03/02",6.59,46.34,12.06,62
"1991/03/03",6.59,46.34,12.06,62
"1991/03/04",6.59,46.34,12.06,62
"1991/03/05",6.58,46.26,12.04,61.94
"1991/03/06",6.6,46.45,12.08,62.16
"1991/03/07",6.57,46.22,12.02,61.91
"1991/03/08",6.58,46.3,12.04,61.99
"1991/03/09",6.55,46.09,12,61.78
"1991/03/10",6.55,46.09,12,61.78
"1991/03/11",6.55,46.09,12,61.78
"1991/03/12",6.52,45.84,11.84,61.49
"1991/03/13",6.53,45.9,11.94,61.47
"1991/03/14",6.52,45.87,11.94,61.44
"1991/03/15",6.52,45.84,11.93,61.38
"1991/03/16",6.52,45.84,11.93,61.38
"1991/03/17",6.52,45.84,11.93,61.38
"1991/03/18",6.52,45.84,11.93,61.38
"1991/03/19",6.46,45.45,11.85,60.9
"1991/03/20",6.42,45.16,11.75,60.49
"1991/03/21",6.39,44.89,11.7,60.29
"1991/03/22",6.43,45.18,11.76,60.69
"1991/03/23",6.42,45.12,11.75,60.52
"1991/03/24",6.42,45.12,11.75,60.52
"1991/03/25",6.42,45.12,11.75,60.52
"1991/03/26",6.36,44.68,11.66,60.13
"1991/03/27",6.31,44.35,11.57,59.8
"1991/03/28",6.31,44.44,11.58,59.76
"1991/03/29",6.26,44,11.51,59.13
"1991/03/30",6.31,44.33,11.45,59.33
"1991/03/31",6.31,44.33,11.45,59.33
"1991/04/01",6.31,44.33,11.45,59.33
"1991/04/02",6.31,44.33,11.45,59.33
"1991/04/03",6.31,44.44,11.58,59.6
"1991/04/04",6.33,44.54,11.65,59.77
"1991/04/05",6.32,44.49,11.59,59.81
"1991/04/06",6.34,44.62,11.63,60.07
"1991/04/07",6.34,44.62,11.63,60.07
"1991/04/08",6.34,44.62,11.63,60.07
"1991/04/09",6.3,44.33,11.56,59.74
"1991/04/10",6.32,44.43,11.58,59.84
"1991/04/11",6.34,44.65,11.64,60.12
"1991/04/12",6.31,44.41,11.58,59.81
"1991/04/13",6.34,44.58,11.63,60.06
"1991/04/14",6.34,44.58,11.63,60.06
"1991/04/15",6.34,44.58,11.63,60.06
"1991/04/16",6.32,44.45,11.62,60.07
"1991/04/17",6.34,44.74,11.66,60.29
"1991/04/18",6.35,44.73,11.67,60.18
"1991/04/19",6.33,44.51,11.63,60.07
"1991/04/20",6.24,43.91,11.48,59.4
"1991/04/21",6.24,43.91,11.48,59.4
"1991/04/22",6.24,43.91,11.48,59.4
"1991/04/23",6.19,43.55,11.41,59.03
"1991/04/24",6.16,43.36,11.36,58.75
"1991/04/25",6.21,43.77,11.44,59.22
"1991/04/26",6.19,43.57,11.41,59.1
"1991/04/27",6.19,43.6,11.37,59.06
"1991/04/28",6.19,43.6,11.37,59.06
"1991/04/29",6.19,43.6,11.37,59.06
"1991/04/30",6.16,43.35,11.35,58.72
"1991/05/01",6.21,43.82,11.45,59.31
"1991/05/02",6.21,43.82,11.45,59.31
"1991/05/03",6.26,44.03,11.53,59.47
"1991/05/04",6.26,44.06,11.51,59.44
"1991/05/05",6.26,44.06,11.51,59.44
"1991/05/06",6.26,44.06,11.51,59.44
"1991/05/07",6.21,43.73,11.43,59.04
"1991/05/08",6.24,43.88,11.46,59.4
"1991/05/09",6.25,43.91,11.5,59.35
"1991/05/10",6.2,43.66,11.45,59.09
"1991/05/11",6.22,43.76,11.46,59.22
"1991/05/12",6.22,43.76,11.46,59.22
"1991/05/13",6.22,43.76,11.46,59.22
"1991/05/14",6.25,43.94,11.48,59.19
"1991/05/15",6.26,44.1,11.53,59.36
"1991/05/16",6.3,44.35,11.58,59.63
"1991/05/17",6.29,44.33,11.57,59.61
"1991/05/18",6.28,44.19,11.56,59.38
"1991/05/19",6.28,44.19,11.56,59.38
"1991/05/20",6.28,44.19,11.56,59.38
"1991/05/21",6.21,43.58,11.44,58.71
"1991/05/22",6.23,43.88,11.46,59.1
"1991/05/23",6.26,44.03,11.51,59.33
"1991/05/24",6.24,43.95,11.49,59.12
"1991/05/25",6.27,44.13,11.54,59.34
"1991/05/26",6.27,44.13,11.54,59.34
"1991/05/27",6.27,44.13,11.54,59.34
"1991/05/28",6.29,44.29,11.55,59.49
"1991/05/29",6.27,44.15,11.52,59.32
"1991/05/30",6.3,44.32,11.56,59.59
"1991/05/31",6.27,44.13,11.5,59.35
"1991/06/01",6.24,43.93,11.45,59.16
"1991/06/02",6.24,43.93,11.45,59.16
"1991/06/03",6.24,43.93,11.45,59.16
"1991/06/04",6.21,43.63,11.38,58.92
"1991/06/05",6.2,43.58,11.36,58.89
"1991/06/06",6.19,43.58,11.34,58.92
"1991/06/07",6.2,43.58,11.35,58.88
"1991/06/08",6.19,43.53,11.34,58.73
"1991/06/09",6.19,43.53,11.34,58.73
"1991/06/10",6.19,43.53,11.34,58.73
"1991/06/11",6.16,43.36,11.29,58.47
"1991/06/12",6.17,43.4,11.29,58.47
"1991/06/13",6.16,43.33,11.26,58.27
"1991/06/14",6.12,43.04,11.17,57.92
"1991/06/15",6.11,42.97,11.15,57.7
"1991/06/16",6.11,42.97,11.15,57.7
"1991/06/17",6.11,42.97,11.15,57.7
"1991/06/18",6.12,43.03,11.15,57.68
"1991/06/19",6.09,42.86,11.11,57.62
"1991/06/20",6.1,42.89,11.13,57.64
"1991/06/21",6.15,43.29,11.22,58.05
"1991/06/22",6.11,43.01,11.16,57.79
"1991/06/23",6.11,43.01,11.16,57.79
"1991/06/24",6.11,43.01,11.16,57.79
"1991/06/25",6.1,42.93,11.14,57.72
"1991/06/26",6.13,43.09,11.16,57.95
"1991/06/27",6.13,43.2,11.17,57.84
"1991/06/28",6.13,43.18,11.15,57.9
"1991/06/29",6.1,42.92,11.11,57.66
"1991/06/30",6.1,42.92,11.11,57.66
"1991/07/01",6.1,42.92,11.11,57.66
"1991/07/02",6.1,42.89,11.12,57.79
"1991/07/03",6.07,42.71,11.06,57.47
"1991/07/04",6.06,42.63,11.04,57.36
"1991/07/05",6.06,42.62,11.04,57.34
"1991/07/06",6.05,42.54,11.01,57.2
"1991/07/07",6.05,42.54,11.01,57.2
"1991/07/08",6.05,42.54,11.01,57.2
"1991/07/09",6.09,42.86,11.09,57.56
"1991/07/10",6.1,42.89,11.08,57.58
"1991/07/11",6.08,42.79,11.06,57.5
"1991/07/12",6.09,42.9,11.08,57.61
"1991/07/13",6.07,42.82,11.04,57.45
"1991/07/14",6.07,42.82,11.04,57.45
"1991/07/15",6.07,42.82,11.04,57.45
"1991/07/16",6.13,43.13,11.15,57.94
"1991/07/17",6.12,43.13,11.15,57.93
"1991/07/18",6.12,43.09,11.15,57.88
"1991/07/19",6.15,43.33,11.2,58.12
"1991/07/20",6.19,43.58,11.28,58.5
"1991/07/21",6.19,43.58,11.28,58.5
"1991/07/22",6.19,43.58,11.28,58.5
"1991/07/23",6.19,43.56,11.26,58.47
"1991/07/24",6.17,43.45,11.24,58.37
"1991/07/25",6.21,43.72,11.31,58.67
"1991/07/26",6.21,43.74,11.31,58.71
"1991/07/27",6.21,43.74,11.31,58.65
"1991/07/28",6.21,43.74,11.31,58.65
"1991/07/29",6.21,43.74,11.31,58.65
"1991/07/30",6.2,43.67,11.28,58.47
"1991/07/31",6.22,43.8,11.31,58.57
"1991/08/01",6.22,43.75,11.3,58.56
"1991/08/02",6.21,43.75,11.3,58.65
"1991/08/03",6.18,43.51,11.24,58.29
"1991/08/04",6.18,43.51,11.24,58.29
"1991/08/05",6.18,43.51,11.24,58.29
"1991/08/06",6.24,43.87,11.33,58.7
